1011CPLEX.txt;1762;0;0;5426.86
1012CPLEX.txt;1754;0;0;3008.23
1013CPLEX.txt;1782;1;1;300
1014CPLEX.txt;1761;1;1;300
1015CPLEX.txt;1814;1;1;300
1016CPLEX.txt;1765;1;1;300
1017CPLEX.txt;1804;1;1;300
1018CPLEX.txt;1776;1;1;300
1019CPLEX.txt;1742;1;1;300
1020CPLEX.txt;1745;1;1;300
1021CPLEX.txt;704;1;1;300
1022CPLEX.txt;697;1;1;300
1023CPLEX.txt;696;1;1;300
1024CPLEX.txt;695;1;1;300
1025CPLEX.txt;690;1;1;300
1026CPLEX.txt;690;1;1;300
1027CPLEX.txt;695;1;1;300
1028CPLEX.txt;692;1;1;300
1029CPLEX.txt;694;1;1;300
1030CPLEX.txt;704;1;1;300
1031CPLEX.txt;424;1;1;300
1032CPLEX.txt;418;1;1;300
1033CPLEX.txt;419;1;2;300
1034CPLEX.txt;421;1;1;300
1035CPLEX.txt;416;1;1;300
1036CPLEX.txt;424;1;1;300
1037CPLEX.txt;422;1;2;300
1038CPLEX.txt;420;1;1;300
1039CPLEX.txt;418;1;1;300
1040CPLEX.txt;420;1;1;300
1041CPLEX.txt;296;1;1;300
1042CPLEX.txt;295;1;1;300
1043CPLEX.txt;295;1;2;300
1044CPLEX.txt;297;1;2;300
1045CPLEX.txt;300;1;2;300
1046CPLEX.txt;300;1;1;300
1047CPLEX.txt;296;1;1;300
1048CPLEX.txt;294;1;1;300
1049CPLEX.txt;295;1;1;300
1050CPLEX.txt;300;1;1;300
1051CPLEX.txt;227;1;2;300
1052CPLEX.txt;228;1;2;300
1053CPLEX.txt;229;1;2;300
1054CPLEX.txt;230;1;1;300
1055CPLEX.txt;230;1;2;300
1056CPLEX.txt;229;1;1;300
1057CPLEX.txt;230;1;1;300
1058CPLEX.txt;230;1;2;300
1059CPLEX.txt;230;1;2;300
1060CPLEX.txt;227;1;1;300
111CPLEX.txt;198;0;0;9.02
112CPLEX.txt;173;0;0;0.53
113CPLEX.txt;183;0;0;16.44
114CPLEX.txt;173;0;0;40.83
115CPLEX.txt;180;0;0;3.8
116CPLEX.txt;175;0;0;5.59
117CPLEX.txt;175;0;0;1472.94
118CPLEX.txt;179;0;0;17.67
119CPLEX.txt;171;0;0;3.3
120CPLEX.txt;176;0;0;3.41
121CPLEX.txt;71;0;0;4.09
122CPLEX.txt;74;0;0;188.48
123CPLEX.txt;74;3;1;300
124CPLEX.txt;74;0;0;1736.67
125CPLEX.txt;71;1;1;300
126CPLEX.txt;80;3;2;300
127CPLEX.txt;73;3;2;300
128CPLEX.txt;75;1;1;300
129CPLEX.txt;74;0;0;2979.44
130CPLEX.txt;79;0;0;24.27
131CPLEX.txt;47;0;0;8.7
132CPLEX.txt;47;3;2;300
133CPLEX.txt;47;3;2;300
134CPLEX.txt;48;1;1;300
135CPLEX.txt;45;0;0;11.2
136CPLEX.txt;49;0;0;9.13
137CPLEX.txt;47;3;2;300
138CPLEX.txt;45;0;0;209.55
139CPLEX.txt;46;1;1;300
140CPLEX.txt;48;0;0;326.09
141CPLEX.txt;34;0;0;7.39
142CPLEX.txt;35;0;0;25.31
143CPLEX.txt;34;0;0;9.48
144CPLEX.txt;34;0;0;8.42
145CPLEX.txt;34;0;0;9.86
146CPLEX.txt;36;3;1;300
147CPLEX.txt;34;0;0;7.77
148CPLEX.txt;34;0;0;8.05
149CPLEX.txt;34;0;0;68.78
150CPLEX.txt;34;0;0;9.97
151CPLEX.txt;28;0;0;6.31
152CPLEX.txt;27;0;0;3.42
153CPLEX.txt;28;0;0;4.02
154CPLEX.txt;30;0;0;16.2
155CPLEX.txt;30;0;0;3.61
156CPLEX.txt;30;0;0;3.7
157CPLEX.txt;29;0;0;3.91
158CPLEX.txt;30;3;1;300
159CPLEX.txt;30;0;0;5.47
160CPLEX.txt;28;0;0;3.56
211CPLEX.txt;358;1;1;300
212CPLEX.txt;368;0;0;878.91
213CPLEX.txt;361;0;0;62.19
214CPLEX.txt;372;1;1;300
215CPLEX.txt;359;1;1;300
216CPLEX.txt;376;1;1;300
217CPLEX.txt;355;1;1;300
218CPLEX.txt;359;1;1;300
219CPLEX.txt;361;1;1;300
220CPLEX.txt;349;0;0;3915
221CPLEX.txt;145;0;0;894.63
222CPLEX.txt;144;1;1;300
223CPLEX.txt;145;3;2;300
224CPLEX.txt;147;3;1;300
225CPLEX.txt;149;3;3;300
226CPLEX.txt;144;3;2;300
227CPLEX.txt;144;1;1;300
228CPLEX.txt;142;3;2;300
229CPLEX.txt;146;3;2;300
230CPLEX.txt;147;3;2;300
231CPLEX.txt;87;3;2;300
232CPLEX.txt;88;3;3;300
233CPLEX.txt;87;3;2;300
234CPLEX.txt;89;3;1;300
235CPLEX.txt;90;1;1;300
236CPLEX.txt;87;3;2;300
237CPLEX.txt;87;3;3;300
238CPLEX.txt;88;3;2;300
239CPLEX.txt;88;3;2;300
240CPLEX.txt;89;3;3;300
241CPLEX.txt;65;3;2;300
242CPLEX.txt;63;3;2;300
243CPLEX.txt;64;3;3;300
244CPLEX.txt;64;3;3;300
245CPLEX.txt;63;3;1;300
246CPLEX.txt;65;3;2;300
247CPLEX.txt;64;3;2;300
248CPLEX.txt;64;3;2;300
249CPLEX.txt;66;3;3;300
250CPLEX.txt;61;0;0;2947.69
251CPLEX.txt;51;3;3;300
252CPLEX.txt;50;3;2;300
253CPLEX.txt;50;3;2;300
254CPLEX.txt;51;3;4;300
255CPLEX.txt;50;3;3;300
256CPLEX.txt;51;3;4;300
257CPLEX.txt;51;3;3;300
258CPLEX.txt;49;0;0;17.23
259CPLEX.txt;51;3;3;300
260CPLEX.txt;50;3;3;300
511CPLEX.txt;862;1;1;300
512CPLEX.txt;876;0;0;3486.06
513CPLEX.txt;879;1;1;300
514CPLEX.txt;884;0;0;6611.63
515CPLEX.txt;864;0;0;206.94
516CPLEX.txt;901;1;2;300
517CPLEX.txt;895;1;2;300
518CPLEX.txt;922;1;1;300
519CPLEX.txt;916;1;1;300
520CPLEX.txt;893;0;0;318.27
521CPLEX.txt;354;1;1;300
522CPLEX.txt;346;1;1;300
523CPLEX.txt;359;1;1;300
524CPLEX.txt;351;0;0;3381.78
525CPLEX.txt;348;1;1;300
526CPLEX.txt;354;1;1;300
527CPLEX.txt;350;0;0;2201.45
528CPLEX.txt;350;1;1;300
529CPLEX.txt;356;3;2;300
530CPLEX.txt;355;1;1;300
531CPLEX.txt;212;3;1;300
532CPLEX.txt;209;1;1;300
533CPLEX.txt;213;1;1;300
534CPLEX.txt;208;1;1;300
535CPLEX.txt;209;3;2;300
536CPLEX.txt;212;3;2;300
537CPLEX.txt;213;3;2;300
538CPLEX.txt;214;1;1;300
539CPLEX.txt;212;3;3;300
540CPLEX.txt;211;3;2;300
541CPLEX.txt;149;3;2;300
542CPLEX.txt;150;1;2;300
543CPLEX.txt;150;1;1;300
544CPLEX.txt;149;3;2;300
545CPLEX.txt;151;1;1;300
546CPLEX.txt;150;3;2;300
547CPLEX.txt;152;3;2;300
548CPLEX.txt;153;3;2;300
549CPLEX.txt;148;3;2;300
550CPLEX.txt;151;3;2;300
551CPLEX.txt;116;1;1;300
552CPLEX.txt;119;3;2;300
553CPLEX.txt;117;1;2;300
554CPLEX.txt;118;1;2;300
555CPLEX.txt;117;1;2;300
556CPLEX.txt;117;1;2;300
557CPLEX.txt;119;1;3;300
558CPLEX.txt;117;1;2;300
559CPLEX.txt;116;1;2;300
560CPLEX.txt;116;1;2;300
